age,workclass,education,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
<18,Private,10th,Never-married,Other-service,Other-relative,White,Male,15,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Female,35,United-States,LessThan50K
<18,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,12th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Female,12,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,Black,Male,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Female,12,United-States,LessThan50K
<18,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Machine-op-inspct,Own-child,Other,Male,12,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Protective-serv,Own-child,White,Female,30,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,8,United-States,LessThan50K
<18,Self-emp-not-inc,11th,Never-married,Farming-fishing,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Female,12,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,8,United-States,LessThan50K
<18,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,32,United-States,LessThan50K
<18,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,40,United-States,LessThan50K
<18,Private,12th,Never-married,Sales,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Local-gov,11th,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Other-relative,Black,Female,12,United-States,LessThan50K
<18,Private,12th,Never-married,Prof-specialty,Own-child,White,Male,7,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,14,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,Black,Female,24,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Male,8,United-States,LessThan50K
<18,?,9th,Never-married,?,Own-child,White,Female,25,Mexico,LessThan50K
<18,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,24,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,40,United-States,LessThan50K
<18,Self-emp-not-inc,10th,Never-married,Farming-fishing,Own-child,White,Male,35,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Unmarried,White,Female,12,Poland,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Male,5,United-States,LessThan50K
<18,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,LessThan50K
<18,State-gov,10th,Never-married,Other-service,Own-child,White,Male,30,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Male,15,United-States,LessThan50K
<18,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,35,Mexico,LessThan50K
<18,Private,9th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,12,United-States,LessThan50K
<18,Self-emp-inc,10th,Never-married,Other-service,Own-child,Black,Male,35,United-States,LessThan50K
<18,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Female,23,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,Black,Female,30,United-States,LessThan50K
<18,Self-emp-inc,10th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,9th,Never-married,Craft-repair,Own-child,White,Female,16,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,18-21,United-States,LessThan50K
<18,Never-worked,10th,Never-married,?,Own-child,White,Male,30,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,LessThan50K
<18,Self-emp-inc,9th,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
<18,Private,11th,Never-married,Transport-moving,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Male,18-21,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Female,17,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,40,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,12th,Never-married,Other-service,Own-child,White,Female,6,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Unmarried,White,Male,15,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,9th,Never-married,Other-service,Own-child,Black,Male,26,United-States,LessThan50K
<18,?,HS-grad,Never-married,?,Own-child,Black,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Craft-repair,Own-child,White,Female,15,United-States,LessThan50K
<18,?,12th,Never-married,?,Own-child,White,Female,25,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,Other,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Male,30,United-States,LessThan50K
<18,Private,12th,Never-married,Other-service,Own-child,White,Male,15,United-States,LessThan50K
<18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Male,18-21,England,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,Black,Male,18-21,United-States,LessThan50K
<18,Private,9th,Never-married,Transport-moving,Not-in-family,White,Male,18-21,United-States,LessThan50K
<18,Private,9th,Never-married,Other-service,Own-child,Black,Male,35,United-States,LessThan50K
<18,Private,7th-8th,Never-married,Farming-fishing,Other-relative,Other,Male,40,Mexico,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Female,25,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Self-emp-inc,10th,Never-married,Sales,Own-child,White,Male,12,United-States,LessThan50K
<18,Private,9th,Never-married,Other-service,Unmarried,White,Male,18-21,United-States,LessThan50K
<18,Local-gov,11th,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,10,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Male,25,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,Black,Female,25,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,LessThan50K
<18,Self-emp-inc,10th,Never-married,Sales,Own-child,White,Male,15,United-States,LessThan50K
<18,Private,10th,Married-civ-spouse,Sales,Own-child,White,Female,30,United-States,LessThan50K
<18,Private,11th,Never-married,Adm-clerical,Other-relative,White,Female,10,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,25,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Male,15,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Male,18-21,Peru,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,15,United-States,LessThan50K
<18,Private,10th,Never-married,Handlers-cleaners,Other-relative,White,Male,10,El-Salvador,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,Black,Female,12,United-States,LessThan50K
<18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,16,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,10,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Female,8,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,30,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,8,United-States,LessThan50K
<18,Private,10th,Never-married,Prof-specialty,Own-child,Other,Female,15,United-States,LessThan50K
<18,Private,9th,Never-married,Other-service,Own-child,White,Female,35,United-States,LessThan50K
<18,Private,12th,Never-married,Other-service,Own-child,White,Female,25,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Male,30,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,30,United-States,LessThan50K
<18,Private,9th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,14,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,16,United-States,LessThan50K
<18,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Male,18-21,United-States,LessThan50K
<18,?,12th,Never-married,?,Own-child,Other,Female,40,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,25,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,10,United-States,LessThan50K
<18,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Adm-clerical,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Female,30,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Other-relative,White,Male,40,Mexico,LessThan50K
<18,?,10th,Never-married,?,Other-relative,White,Male,12,United-States,LessThan50K
<18,Private,12th,Never-married,Sales,Own-child,White,Female,23,United-States,LessThan50K
<18,Private,12th,Never-married,Other-service,Own-child,White,Male,16,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,25,United-States,LessThan50K
<18,?,12th,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,8,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,13,United-States,LessThan50K
<18,Private,9th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,9,United-States,LessThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,16,United-States,LessThan50K
<18,Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,40,United-States,LessThan50K
<18,Local-gov,11th,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,LessThan50K
<18,Local-gov,12th,Never-married,Adm-clerical,Own-child,White,Female,12,United-States,LessThan50K
<18,?,10th,Never-married,?,Own-child,White,Female,4,United-States,LessThan50K
<18,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,18-21,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,11th,Never-married,Transport-moving,Own-child,White,Female,16,United-States,LessThan50K
<18,Private,9th,Never-married,Other-service,Unmarried,White,Female,18-21,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,Black,Female,40,United-States,LessThan50K
<18,?,11th,Never-married,?,Own-child,White,Female,18-21,United-States,LessThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Female,16,United-States,LessThan50K
<18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,30,United-States,LessThan50K
<18,?,10th,Never-married,?,Other-relative,White,Male,6,United-States,LessThan50K
<18,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,LessThan50K
<18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,40,Canada,LessThan50K
