tid,attribute,correct_val
81,inspectionid,54219
81,dbaname,monticello food mart
81,akaname,monticello food mart
81,license,2013259
81,facilitytype,grocery store
81,risk,risk 2 (medium)
81,address,1000 n monticello ave 
81,city,chicago
81,state,il
81,zip,60651
81,inspectiondate,01/08/2010
81,inspectiontype,license re-inspection
81,results,pass
81,latitude,41.89918623
81,longitude,-87.71780427
82,inspectionid,54220
82,dbaname,abe's and tommie's carryout
82,akaname,abe's and tommie's carryout
82,license,2008833
82,facilitytype,restaurant
82,risk,risk 2 (medium)
82,address,5107 w chicago ave 
82,city,chicago
82,state,il
82,zip,60651
82,inspectiondate,01/11/2010
82,inspectiontype,license
82,results,fail
82,latitude,41.8948497
82,longitude,-87.75348965
83,inspectionid,54221
83,dbaname,milton brunson elementary
83,akaname,milton brunson elementary
83,license,2034637
83,facilitytype,school
83,risk,risk 1 (high)
83,address,932 n central ave 
83,city,chicago
83,state,il
83,zip,60651
83,inspectiondate,01/11/2010
83,inspectiontype,complaint
83,results,pass
83,latitude,41.89767761
83,longitude,-87.76564297
84,inspectionid,54222
84,dbaname,yo mamas pizza
84,akaname,yo mamas pizza
84,license,1938489
84,facilitytype,restaurant
84,risk,risk 1 (high)
84,address,633 n cicero ave 
84,city,chicago
84,state,il
84,zip,60644
84,inspectiondate,01/11/2010
84,inspectiontype,complaint
84,results,fail
84,latitude,41.89231802
84,longitude,-87.74556872
85,inspectionid,54223
85,dbaname,subway
85,akaname,subway
85,license,1909605
85,facilitytype,restaurant
85,risk,risk 1 (high)
85,address,800 n kedzie ave 
85,city,chicago
85,state,il
85,zip,60651
85,inspectiondate,01/12/2010
85,inspectiontype,canvass
85,results,pass
85,latitude,41.89561531
85,longitude,-87.70670533
86,inspectionid,54224
86,dbaname,beefee submarine inc
86,akaname,beefee submarine inc
86,license,60297
86,facilitytype,restaurant
86,risk,risk 2 (medium)
86,address,3357 w chicago ave 
86,city,chicago
86,state,il
86,zip,60651
86,inspectiondate,01/12/2010
86,inspectiontype,canvass
86,results,pass
86,latitude,41.89539877
86,longitude,-87.71121631
87,inspectionid,54225
87,dbaname,little caesar pizza
87,akaname,little caesar pizza
87,license,1868353
87,facilitytype,restaurant
87,risk,risk 2 (medium)
87,address,800 n kedzie ave 
87,city,chicago
87,state,il
87,zip,60651
87,inspectiondate,01/12/2010
87,inspectiontype,canvass
87,results,pass w/ conditions
87,latitude,41.89561531
87,longitude,-87.70670533
88,inspectionid,54226
88,dbaname,see thru chinese restaurant
88,akaname,see thru chinese restaurant
88,license,1227055
88,facilitytype,restaurant
88,risk,risk 1 (high)
88,address,800 n kedzie ave 
88,city,chicago
88,state,il
88,zip,60651
88,inspectiondate,01/12/2010
88,inspectiontype,canvass
88,results,pass
88,latitude,41.89561531
88,longitude,-87.70670533
89,inspectionid,54227
89,dbaname,subway
89,akaname,subway
89,license,1986621
89,facilitytype,restaurant
89,risk,risk 1 (high)
89,address,5619 w division st 
89,city,chicago
89,state,il
89,zip,60651
89,inspectiondate,01/13/2010
89,inspectiontype,canvass
89,results,pass
89,latitude,41.9020223
89,longitude,-87.76641277
90,inspectionid,54228
90,dbaname,firehouse steak and lemonade
90,akaname,firehouse steak and lemonade
90,license,1922193
90,facilitytype,restaurant
90,risk,risk 2 (medium)
90,address,5601 w division st 
90,city,chicago
90,state,il
90,zip,60651
90,inspectiondate,01/13/2010
90,inspectiontype,canvass
90,results,fail
90,latitude,41.90203403
90,longitude,-87.76571211
91,inspectionid,54229
91,dbaname,al's food mart
91,akaname,al's food mart
91,license,1943229
91,facilitytype,grocery store
91,risk,risk 2 (medium)
91,address,5401 w augusta blvd 
91,city,chicago
91,state,il
91,zip,60651
91,inspectiondate,01/11/2010
91,inspectiontype,complaint
91,results,fail
91,latitude,41.89842933
91,longitude,-87.7609112
92,inspectionid,54230
92,dbaname,al's food mart
92,akaname,al's food mart
92,license,1943229
92,facilitytype,grocery store
92,risk,risk 2 (medium)
92,address,5401 w augusta blvd 
92,city,chicago
92,state,il
92,zip,60651
92,inspectiondate,01/14/2010
92,inspectiontype,complaint
92,results,pass
92,latitude,41.89842933
92,longitude,-87.7609112
93,inspectionid,54231
93,dbaname,new philadelphia c.o.g.i.c.
93,akaname,new philadelphia c.o.g.i.c.
93,license,1916655
93,facilitytype,grocery store
93,risk,risk 3 (low)
93,address,205 s cicero ave 
93,city,chicago
93,state,il
93,zip,60644
93,inspectiondate,01/20/2010
93,inspectiontype,canvass
93,results,pass
93,latitude,41.87771536
93,longitude,-87.74503186
94,inspectionid,54232
94,dbaname,abe's and tommie's carryout
94,akaname,abe's and tommie's carryout
94,license,2008833
94,facilitytype,restaurant
94,risk,risk 2 (medium)
94,address,5107 w chicago ave 
94,city,chicago
94,state,il
94,zip,60651
94,inspectiondate,01/21/2010
94,inspectiontype,license re-inspection
94,results,pass
94,latitude,41.8948497
94,longitude,-87.75348965
95,inspectionid,54233
95,dbaname,macy's gyros
95,akaname,macy's gyros
95,license,2014079
95,facilitytype,restaurant
95,risk,risk 2 (medium)
95,address,4201 w division st 
95,city,chicago
95,state,il
95,zip,60651
95,inspectiondate,01/22/2010
95,inspectiontype,license
95,results,pass
95,latitude,41.90247921
95,longitude,-87.73134482
96,inspectionid,54234
96,dbaname,church's chicken # 577
96,akaname,church's chicken # 577
96,license,1273264
96,facilitytype,restaurant
96,risk,risk 2 (medium)
96,address,431 n austin blvd 
96,city,chicago
96,state,il
96,zip,60644
96,inspectiondate,01/22/2010
96,inspectiontype,complaint
96,results,pass
96,latitude,41.88799311
96,longitude,-87.77476283
97,inspectionid,54235
97,dbaname,qorner foods
97,akaname,qorner foods
97,license,2013363
97,facilitytype,grocery store
97,risk,risk 3 (low)
97,address,5556 w harrison st 
97,city,chicago
97,state,il
97,zip,60644
97,inspectiondate,01/22/2010
97,inspectiontype,license
97,results,fail
97,latitude,41.87294753
97,longitude,-87.76377219
98,inspectionid,54236
98,dbaname,madison food mart
98,akaname,madison food mart
98,license,2014259
98,facilitytype,grocery store
98,risk,risk 3 (low)
98,address,5402 w madison st 
98,city,chicago
98,state,il
98,zip,60644
98,inspectiondate,01/25/2010
98,inspectiontype,license
98,results,fail
98,latitude,41.88041576
98,longitude,-87.76027851
99,inspectionid,54237
99,dbaname,more for less
99,akaname,more for less
99,license,1948557
99,facilitytype,grocery store
99,risk,risk 2 (medium)
99,address,4851 w chicago ave 
99,city,chicago
99,state,il
99,zip,60651
99,inspectiondate,01/25/2010
99,inspectiontype,complaint
99,results,pass
99,latitude,41.89487825
99,longitude,-87.74782979
100,inspectionid,54238
100,dbaname,swan's food & deli
100,akaname,swan's food & deli
100,license,1646850
100,facilitytype,grocery store
100,risk,risk 2 (medium)
100,address,1325 n central ave 
100,city,chicago
100,state,il
100,zip,60651
100,inspectiondate,01/26/2010
100,inspectiontype,canvass
100,results,pass
100,latitude,41.90481036
100,longitude,-87.76560356
101,inspectionid,54239
101,dbaname,mcdonald's restaurant
101,akaname,mcdonald's restaurant
101,license,1193659
101,facilitytype,restaurant
101,risk,risk 2 (medium)
101,address,5015 w madison st 
101,city,chicago
101,state,il
101,zip,60644
101,inspectiondate,01/27/2010
101,inspectiontype,canvass
101,results,fail
101,latitude,41.88031771
101,longitude,-87.75074636
102,inspectionid,54240
102,dbaname,burger king #12371
102,akaname,burger king #12371
102,license,1698081
102,facilitytype,restaurant
102,risk,risk 2 (medium)
102,address,3953 w chicago ave 
102,city,chicago
102,state,il
102,zip,60651
102,inspectiondate,02/01/2010
102,inspectiontype,complaint
102,results,pass
102,latitude,41.89526095
102,longitude,-87.72574429
103,inspectionid,54241
103,dbaname,jimmy's sandwich shop
103,akaname,jimmy's sandwich shop
103,license,6294
103,facilitytype,restaurant
103,risk,risk 2 (medium)
103,address,4000 w grand ave 
103,city,chicago
103,state,il
103,zip,60651
103,inspectiondate,02/01/2010
103,inspectiontype,complaint
103,results,pass
103,latitude,41.90625887
103,longitude,-87.72635348
104,inspectionid,54242
104,dbaname,grand sub
104,akaname,grand sub
104,license,1095025
104,facilitytype,restaurant
104,risk,risk 2 (medium)
104,address,3952 w grand ave 
104,city,chicago
104,state,il
104,zip,60651
104,inspectiondate,02/01/2010
104,inspectiontype,canvass
104,results,pass
104,latitude,41.90600597
104,longitude,-87.72572323
105,inspectionid,54243
105,dbaname,mcdonald's restaurant
105,akaname,mcdonald's restaurant
105,license,1193659
105,facilitytype,restaurant
105,risk,risk 2 (medium)
105,address,5015 w madison st 
105,city,chicago
105,state,il
105,zip,60644
105,inspectiondate,02/05/2010
105,inspectiontype,canvass re-inspection
105,results,pass
105,latitude,41.88031771
105,longitude,-87.75074636
106,inspectionid,54244
106,dbaname,chi-town fried chicken
106,akaname,chi-town fried chicken
106,license,1899172
106,facilitytype,restaurant
106,risk,risk 1 (high)
106,address,4152 w chicago ave 
106,city,chicago
106,state,il
106,zip,60651
106,inspectiondate,02/16/2010
106,inspectiontype,canvass
106,results,pass
106,latitude,41.89539165
106,longitude,-87.73068265
107,inspectionid,54245
107,dbaname,papa charlies
107,akaname,papa charlies
107,license,1675267
107,facilitytype,restaurant
107,risk,risk 1 (high)
107,address,1206 n central ave 
107,city,chicago
107,state,il
107,zip,60651
107,inspectiondate,02/16/2010
107,inspectiontype,canvass
107,results,pass
107,latitude,41.90235982
107,longitude,-87.76580522
108,inspectionid,54246
108,dbaname,mr. philly
108,akaname,mr. philly
108,license,1649619
108,facilitytype,restaurant
108,risk,risk 2 (medium)
108,address,5254 w chicago ave 
108,city,chicago
108,state,il
108,zip,60651
108,inspectiondate,02/16/2010
108,inspectiontype,complaint
108,results,fail
108,latitude,41.89502331
108,longitude,-87.75783481
109,inspectionid,54247
109,dbaname,depriest elementary
109,akaname,depriest elementary
109,license,26631
109,facilitytype,school
109,risk,risk 1 (high)
109,address,139 s parkside ave 
109,city,chicago
109,state,il
109,zip,60644
109,inspectiondate,02/17/2010
109,inspectiontype,canvass
109,results,pass
109,latitude,41.87799914
109,longitude,-87.7662615
110,inspectionid,54248
110,dbaname,mr. philly
110,akaname,mr. philly
110,license,1649619
110,facilitytype,restaurant
110,risk,risk 2 (medium)
110,address,5254 w chicago ave 
110,city,chicago
110,state,il
110,zip,60651
110,inspectiondate,02/17/2010
110,inspectiontype,complaint
110,results,fail
110,latitude,41.89502331
110,longitude,-87.75783481
111,inspectionid,54249
111,dbaname,sun  sumrine fast food
111,akaname,sun  sumrine fast food
111,license,1225837
111,facilitytype,restaurant
111,risk,risk 2 (medium)
111,address,321 n laramie ave 
111,city,chicago
111,state,il
111,zip,60644
111,inspectiondate,02/18/2010
111,inspectiontype,complaint
111,results,fail
111,latitude,41.88633174
111,longitude,-87.75513777
112,inspectionid,54250
112,dbaname,rib place inc.
112,akaname,rib place inc.
112,license,2017189
112,facilitytype,restaurant
112,risk,risk 1 (high)
112,address,5607 w corcoran pl 
112,city,chicago
112,state,il
112,zip,60644
112,inspectiondate,02/18/2010
112,inspectiontype,license
112,results,fail
112,latitude,41.88710618
112,longitude,-87.76543552
113,inspectionid,54251
113,dbaname,mcnair
113,akaname,mcnair
113,license,26301
113,facilitytype,school
113,risk,risk 1 (high)
113,address,4820 w walton st. 
113,city,chicago
113,state,il
113,zip,60651
113,inspectiondate,02/22/2010
113,inspectiontype,canvass
113,results,pass
113,latitude,41.8978464
113,longitude,-87.74674645
114,inspectionid,54252
114,dbaname,market fresh inc
114,akaname,market fresh inc
114,license,52593
114,facilitytype,grocery store
114,risk,risk 2 (medium)
114,address,800 n kedzie ave 
114,city,chicago
114,state,il
114,zip,60651
114,inspectiondate,02/22/2010
114,inspectiontype,canvass
114,results,pass
114,latitude,41.89561531
114,longitude,-87.70670533
115,inspectionid,54253
115,dbaname,van-central food & liqs
115,akaname,van-central food & liqs
115,license,6023
115,facilitytype,grocery store
115,risk,risk 3 (low)
115,address,5575 w van buren st 
115,city,chicago
115,state,il
115,zip,60644
115,inspectiondate,02/25/2010
115,inspectiontype,complaint
115,results,fail
115,latitude,41.87462048
115,longitude,-87.76450474
116,inspectionid,54254
116,dbaname,mr. philly
116,akaname,mr. philly
116,license,1649619
116,facilitytype,restaurant
116,risk,risk 2 (medium)
116,address,5254 w chicago ave 
116,city,chicago
116,state,il
116,zip,60651
116,inspectiondate,03/02/2010
116,inspectiontype,complaint re-inspection
116,results,pass
116,latitude,41.89502331
116,longitude,-87.75783481
117,inspectionid,54255
117,dbaname,j & w jamaican jerk restaurant
117,akaname,j & w jamaican jerk restaurant
117,license,2021433
117,facilitytype,restaurant
117,risk,risk 1 (high)
117,address,13 n laramie ave 
117,city,chicago
117,state,il
117,zip,60644
117,inspectiondate,03/04/2010
117,inspectiontype,license
117,results,pass
117,latitude,41.88078915
117,longitude,-87.75493376
118,inspectionid,54256
118,dbaname,see thru chinese kitchen
118,akaname,see thru chinese kitchen
118,license,1770322
118,facilitytype,restaurant
118,risk,risk 1 (high)
118,address,5656 w roosevelt rd 
118,city,chicago
118,state,il
118,zip,60644
118,inspectiondate,03/08/2010
118,inspectiontype,complaint
118,results,pass
118,latitude,41.86567514
118,longitude,-87.76662585
119,inspectionid,58225
119,dbaname,whole foods market
119,akaname,whole foods market
119,license,1933690
119,facilitytype,grocery store
119,risk,risk 1 (high)
119,address,1550 n kingsbury st 
119,city,chicago
119,state,il
119,zip,60642
119,inspectiondate,01/05/2010
119,inspectiontype,complaint
119,results,pass
119,latitude,41.90939879
119,longitude,-87.6530507
120,inspectionid,58226
120,dbaname,kikka- kingsbury
120,akaname,kikka- kingsbury
120,license,1968898
120,facilitytype,restaurant
120,risk,risk 1 (high)
120,address,1550 n kingsbury st 
120,city,chicago
120,state,il
120,zip,60642
120,inspectiondate,01/05/2010
120,inspectiontype,canvass
120,results,pass
120,latitude,41.90939879
120,longitude,-87.6530507
121,inspectionid,58227
121,dbaname,dunkin donuts
121,akaname,dunkin donuts
121,license,2013341
121,facilitytype,restaurant
121,risk,risk 2 (medium)
121,address,2805 w division st 
121,city,chicago
121,state,il
121,zip,60622
121,inspectiondate,01/06/2010
121,inspectiontype,license re-inspection
121,results,pass
121,latitude,41.90281333
121,longitude,-87.69712881
122,inspectionid,58228
122,dbaname,podhalanka restaurant
122,akaname,podhalanka restaurant
122,license,10559
122,facilitytype,restaurant
122,risk,risk 1 (high)
122,address,1549 w division st 
122,city,chicago
122,state,il
122,zip,60642
122,inspectiondate,01/06/2010
122,inspectiontype,canvass
122,results,fail
122,latitude,41.90324287
122,longitude,-87.66706205
123,inspectionid,58229
123,dbaname,filter coffee lounge
123,akaname,filter coffee lounge
123,license,2013495
123,facilitytype,restaurant
123,risk,risk 1 (high)
123,address,1373 n milwaukee ave 
123,city,chicago
123,state,il
123,zip,60622
123,inspectiondate,01/06/2010
123,inspectiontype,consultation
123,results,fail
123,latitude,41.90686821
123,longitude,-87.67174892
124,inspectionid,58230
124,dbaname,chicago cafe caterers
124,akaname,chicago cafe caterers
124,license,1932046
124,facilitytype,catering
124,risk,risk 1 (high)
124,address,1629 w grand ave 
124,city,chicago
124,state,il
124,zip,60622
124,inspectiondate,01/06/2010
124,inspectiontype,canvass
124,results,pass
124,latitude,41.89085551
124,longitude,-87.6683029
125,inspectionid,58231
125,dbaname,delux bar & grill
125,akaname,delux bar & grill
125,license,1332477
125,facilitytype,restaurant
125,risk,risk 1 (high)
125,address,669 n milwaukee ave 
125,city,chicago
125,state,il
125,zip,60642
125,inspectiondate,01/06/2010
125,inspectiontype,canvass
125,results,pass
125,latitude,41.8938344
125,longitude,-87.65146287
126,inspectionid,58232
126,dbaname,the dining room at kendall nfp
126,akaname,the dining room at kendall nfp
126,license,1963511
126,facilitytype,restaurant
126,risk,risk 1 (high)
126,address,900 n north branch st 
126,city,chicago
126,state,il
126,zip,60642
126,inspectiondate,01/07/2010
126,inspectiontype,canvass
126,results,pass
126,latitude,41.89896533
126,longitude,-87.64809026
127,inspectionid,58233
127,dbaname,subway
127,akaname,subway
127,license,28635
127,facilitytype,restaurant
127,risk,risk 1 (high)
127,address,1129 n western ave 
127,city,chicago
127,state,il
127,zip,60622
127,inspectiondate,01/08/2010
127,inspectiontype,canvass
127,results,fail
127,latitude,41.90204391
127,longitude,-87.68685825
128,inspectionid,58235
128,dbaname,the dining room at kendall nfp
128,akaname,the dining room at kendall nfp
128,license,1979756
128,facilitytype,restaurant
128,risk,risk 1 (high)
128,address,900 n north branch st 
128,city,chicago
128,state,il
128,zip,60642
128,inspectiondate,01/07/2010
128,inspectiontype,canvass
128,results,pass
128,latitude,41.89896533
128,longitude,-87.64809026
129,inspectionid,58236
129,dbaname,the dining room at kendall nfp
